owner,repo,tag,asset_download_url,os,arch,mime,has_exec_binary
kubernetes,kubernetes,v1.30.2,https://dl.k8s.io/release/v1.30.2/bin/darwin/amd64/kubectl,darwin,amd64,,TRUE
kubernetes,kubernetes,v1.30.2,https://dl.k8s.io/release/v1.30.2/bin/darwin/arm64/kubectl,darwin,arm64,,TRUE
kubernetes,kubernetes,v1.30.2,https://dl.k8s.io/release/v1.30.2/bin/linux/amd64/kubectl,linux,amd64,,TRUE
kubernetes,kubernetes,v1.30.2,https://dl.k8s.io/release/v1.30.2/bin/linux/arm64/kubectl,linux,arm64,,TRUE
kubernetes,kubernetes,v1.30.2,https://dl.k8s.io/release/v1.30.2/bin/windows/amd64/kubectl.exe,windows,amd64,,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-darwin-amd64.tar.gz,darwin,amd64,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-darwin-arm64.tar.gz,darwin,arm64,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-386.tar.gz,linux,386,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-amd64.tar.gz,linux,amd64,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-arm.tar.gz,linux,arm,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-arm64.tar.gz,linux,arm64,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-ppc64le.tar.gz,linux,ppc64le,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-riscv64.tar.gz,linux,riscv64,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-linux-s390x.tar.gz,linux,s390x,application/gzip,TRUE
helm,helm,v3.15.2,https://get.helm.sh/helm-v3.15.2-windows-amd64.zip,windows,amd64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_checksums.txt,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_darwin_amd64.tar.gz,darwin,amd64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_darwin_arm64.tar.gz,darwin,arm64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_linux_amd64.tar.gz,linux,amd64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_linux_arm64.tar.gz,linux,arm64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_windows_amd64.tar.gz,windows,amd64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_1.28.10_windows_arm64.tar.gz,windows,arm64,application/gzip,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec_checksums.txt,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-darwin-amd64,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-darwin-amd64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-darwin-arm64,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-darwin-arm64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-linux-amd64,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-linux-amd64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-linux-arm64,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-linux-arm64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-windows-amd64.exe,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-windows-amd64.exe.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-windows-arm64.exe,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-checkgen-windows-arm64.exe.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-darwin-amd64,darwin,amd64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-darwin-amd64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-darwin-arm64,darwin,arm64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-darwin-arm64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-linux-amd64,linux,amd64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-linux-amd64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-linux-arm64,linux,arm64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-linux-arm64.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-windows-amd64.exe,windows,amd64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-windows-amd64.exe.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-windows-arm64.exe,windows,arm64,,TRUE
aquasecurity,tfsec,v1.28.10,https://github.com/aquasecurity/tfsec/releases/download/v1.28.10/tfsec-windows-arm64.exe.D66B222A3EA4C25D5D1A097FC34ACEFB46EC39CE.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/bom.json,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_checksums.txt,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_checksums.txt.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_checksums.txt.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-32bit.tar.gz,freebsd,386,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-32bit.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-32bit.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-64bit.tar.gz,freebsd,amd64,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-64bit.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_FreeBSD-64bit.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.tar.gz,linux,386,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-32bit.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.tar.gz,linux,amd64,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-64bit.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.tar.gz,linux,arm,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.tar.gz,linux,arm64,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-ARM64.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.tar.gz,linux,ppc64le,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-PPC64LE.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.deb,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.deb.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.deb.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.rpm,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.rpm.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.rpm.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.tar.gz,linux,s390x,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_Linux-s390x.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-64bit.tar.gz,darwin,amd64,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-64bit.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-64bit.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-ARM64.tar.gz,darwin,arm64,application/gzip,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-ARM64.tar.gz.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_macOS-ARM64.tar.gz.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_windows-64bit.zip,windows,amd64,,TRUE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_windows-64bit.zip.pem,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/aquasecurity/trivy/releases/download/v0.53.0/trivy_0.53.0_windows-64bit.zip.sig,,,,FALSE
aquasecurity,trivy,v0.53.0,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-cli.intoto.jsonl,,,,FALSE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-darwin-amd64,darwin,amd64,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-darwin-arm64,darwin,arm64,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-linux-amd64,linux,amd64,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-linux-arm64,linux,arm64,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-linux-ppc64le,linux,ppc64le,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-linux-s390x,linux,s390x,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-sbom.intoto.jsonl,,,,FALSE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/argocd-windows-amd64.exe,windows,amd64,,TRUE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/cli_checksums.txt,,,,FALSE
argoproj,argo-cd,v2.9.18,https://github.com/argoproj/argo-cd/releases/download/v2.9.18/sbom.tar.gz,,,application/gzip,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/argo-rollouts-checksums.txt,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/argo-rollouts.intoto.jsonl,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/dashboard-install.yaml,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/install.yaml,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/kubectl-argo-rollouts-darwin-amd64,darwin,amd64,,TRUE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/kubectl-argo-rollouts-darwin-arm64,darwin,arm64,,TRUE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/kubectl-argo-rollouts-linux-amd64,linux,amd64,,TRUE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/kubectl-argo-rollouts-linux-arm64,linux,arm64,,TRUE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/kubectl-argo-rollouts-windows-amd64,windows,amd64,,TRUE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/namespace-install.yaml,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/notifications-install.yaml,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/rollout_cr_schema.json,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/sbom.tar.gz,,,application/gzip,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/sbom.tar.gz.pem,,,,FALSE
argoproj,argo-rollouts,v1.7.1,https://github.com/argoproj/argo-rollouts/releases/download/v1.7.1/sbom.tar.gz.sig,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-darwin-amd64.gz,darwin,amd64,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-darwin-arm64.gz,darwin,arm64,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-linux-amd64.gz,linux,amd64,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-linux-arm64.gz,linux,arm64,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-linux-ppc64le.gz,linux,ppc64le,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-linux-s390x.gz,linux,s390x,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-windows-amd64.exe.gz,windows,amd64,,TRUE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-workflows-cli-checksums.sig,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-workflows-cli-checksums.txt,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/argo-workflows-cosign.pub,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/install.yaml,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/namespace-install.yaml,,,,FALSE
