owner,repo,tag,asset_download_url,os,arch,mime,has_exec_binary
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/quick-start-minimal.yaml,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/quick-start-mysql.yaml,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/quick-start-postgres.yaml,,,,FALSE
argoproj,argo-workflows,v3.5.8,https://github.com/argoproj/argo-workflows/releases/download/v3.5.8/sbom.tar.gz,,,application/gzip,FALSE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-darwin-amd64,darwin,amd64,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-darwin-amd64.tar.gz,darwin,amd64,application/gzip,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-darwin-arm64,darwin,arm64,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-darwin-arm64.tar.gz,darwin,arm64,application/gzip,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-amd64,linux,amd64,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-amd64.tar.gz,linux,amd64,application/gzip,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-arm,linux,arm,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-arm.tar.gz,linux,arm,application/gzip,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-arm64,linux,arm64,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-linux-arm64.tar.gz,linux,arm64,application/gzip,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-windows-amd64,windows,amd64,,TRUE
aws,amazon-ec2-instance-selector,v2.4.1,https://github.com/aws/amazon-ec2-instance-selector/releases/download/v2.4.1/ec2-instance-selector-windows-amd64.tar.gz,windows,amd64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/controller-norbac.yaml,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/controller.yaml,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/cosign.pub,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-darwin-amd64.tar.gz,darwin,amd64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-darwin-amd64.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-darwin-arm64.tar.gz,darwin,arm64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-darwin-arm64.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-amd64.tar.gz,linux,amd64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-amd64.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-arm.tar.gz,linux,arm,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-arm.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-arm64.tar.gz,linux,arm64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-linux-arm64.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-windows-amd64.tar.gz,windows,amd64,application/gzip,TRUE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/kubeseal-0.27.0-windows-amd64.tar.gz.sig,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/sealed-secrets_0.27.0_checksums.txt,,,,FALSE
bitnami-labs,sealed-secrets,v0.27.0,https://github.com/bitnami-labs/sealed-secrets/releases/download/v0.27.0/sealed-secrets_0.27.0_checksums.txt.sig,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-arm64.tgz,linux,arm64,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-arm64.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-ppc64le.tgz,linux,ppc64le,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-ppc64le.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-s390x.tgz,linux,s390x,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux-s390x.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux.tgz,linux,amd64,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-linux.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-macos-arm64.tgz,darwin,arm64,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-macos-arm64.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-macos.tgz,darwin,amd64,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-macos.tgz.sha256,,,,FALSE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-windows.zip,windows,amd64,,TRUE
buildpacks,pack,v0.34.2,https://github.com/buildpacks/pack/releases/download/v0.34.2/pack-v0.34.2-windows.zip.sha256,,,,FALSE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_checksums.txt,,,,FALSE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_darwin_amd64.tar.gz,darwin,amd64,application/gzip,TRUE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_darwin_arm64.tar.gz,darwin,arm64,application/gzip,TRUE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_linux_amd64.tar.gz,linux,amd64,application/gzip,TRUE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_linux_arm64.tar.gz,linux,arm64,application/gzip,TRUE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_windows_amd64.zip,windows,amd64,,TRUE
CircleCI-Public,circleci-cli,v0.1.30549,https://github.com/CircleCI-Public/circleci-cli/releases/download/v0.1.30549/circleci-cli_0.1.30549_windows_arm64.zip,windows,arm64,,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_checksums.txt,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_386.deb,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_386.rpm,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_386.tar.gz,linux,386,application/gzip,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_amd64.deb,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_amd64.rpm,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_amd64.tar.gz,linux,amd64,application/gzip,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_arm64.deb,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_arm64.rpm,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_arm64.tar.gz,linux,arm64,application/gzip,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_armv6.deb,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_armv6.rpm,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_linux_armv6.tar.gz,linux,arm,application/gzip,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_macOS_amd64.zip,darwin,amd64,,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_macOS_arm64.zip,darwin,arm64,,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_macOS_universal.pkg,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_windows_386.msi,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_windows_386.zip,windows,386,,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_windows_amd64.msi,,,,FALSE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_windows_amd64.zip,windows,amd64,,TRUE
cli,cli,v2.52.0,https://github.com/cli/cli/releases/download/v2.52.0/gh_2.52.0_windows_arm64.zip,windows,arm64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-amd64,darwin,amd64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-amd64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-amd64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-arm64,darwin,arm64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-arm64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.darwin-arm64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-amd64,linux,amd64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-amd64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-amd64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v6,linux,arm,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v6.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v6.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v7,linux,arm,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v7.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm-v7.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm64,linux,arm64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-arm64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-ppc64le,linux,ppc64le,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-ppc64le.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-ppc64le.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-riscv64,linux,riscv64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-riscv64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-riscv64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-s390x,linux,s390x,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-s390x.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.linux-s390x.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-amd64.exe,windows,amd64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-amd64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-amd64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-arm64.exe,windows,arm64,,TRUE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-arm64.provenance.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/buildx-v0.15.1.windows-arm64.sbom.json,,,,FALSE
docker,buildx,v0.15.1,https://github.com/docker/buildx/releases/download/v0.15.1/checksums.txt,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/checksums.txt,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-darwin-aarch64,darwin,arm64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-darwin-aarch64.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-darwin-x86_64,darwin,amd64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-darwin-x86_64.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-aarch64,linux,arm64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-aarch64.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-armv6,linux,arm,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-armv6.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-armv7,linux,arm,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-armv7.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-ppc64le,linux,ppc64le,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-ppc64le.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-riscv64,linux,riscv64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-riscv64.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-s390x,linux,s390x,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-s390x.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-x86_64,linux,amd64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-linux-x86_64.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-windows-aarch64.exe,windows,arm64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-windows-aarch64.exe.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-windows-x86_64.exe,windows,amd64,,TRUE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/docker-compose-windows-x86_64.exe.sha256,,,,FALSE
docker,compose,v2.28.1,https://github.com/docker/compose/releases/download/v2.28.1/LICENSE,,,,FALSE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Darwin-x86_64,darwin,amd64,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Linux-aarch64,linux,arm64,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Linux-armhf,linux,arm,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Linux-x86_64,linux,amd64,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Windows-i386.exe,windows,386,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/docker-machine-Windows-x86_64.exe,windows,amd64,,TRUE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/md5sum.txt,,,,FALSE
docker,machine,v0.16.2,https://github.com/docker/machine/releases/download/v0.16.2/sha256sum.txt,,,,FALSE
docker,scan-cli-plugin,v026.0,https://github.com/docker/scan-cli-plugin/releases/download/v0.26.0/docker-scan_darwin_amd64,darwin,amd64,,TRUE
docker,scan-cli-plugin,v026.0,https://github.com/docker/scan-cli-plugin/releases/download/v0.26.0/docker-scan_darwin_arm64,darwin,arm64,,TRUE
docker,scan-cli-plugin,v026.0,https://github.com/docker/scan-cli-plugin/releases/download/v0.26.0/docker-scan_linux_amd64,linux,amd64,,TRUE
docker,scan-cli-plugin,v026.0,https://github.com/docker/scan-cli-plugin/releases/download/v0.26.0/docker-scan_linux_arm64,linux,arm64,,TRUE
docker,scan-cli-plugin,v026.0,https://github.com/docker/scan-cli-plugin/releases/download/v0.26.0/docker-scan_windows_amd64.exe,windows,amd64,,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/crd-schemas.tar.gz,,,application/gzip,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_checksums.txt,,,,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_checksums.txt.pem,,,,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_checksums.txt.sig,,,,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_darwin_amd64.tar.gz,darwin,amd64,application/gzip,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_darwin_arm64.tar.gz,darwin,arm64,application/gzip,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_linux_amd64.tar.gz,linux,amd64,application/gzip,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_linux_arm.tar.gz,linux,arm,application/gzip,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_linux_arm64.tar.gz,linux,arm64,application/gzip,TRUE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_sbom.spdx.json,,,,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_source_code.tar.gz,,,application/gzip,FALSE
fluxcd,flux2,v2.3.0,https://github.com/fluxcd/flux2/releases/download/v2.3.0/flux_2.3.0_windows_386.zip,windows,386,,TRUE
